1.262584279355847983e+01,1.294789655574274079e+01,1.308346814138362291e+01,1.287126849611816937e+01,1.048322828979777199e+01,1.272315822525613527e+01,1.334887947305188760e+01,1.072271946448828750e+01,1.278657500053660101e+01,1.141842203817647849e+01,1.219338818284586878e+01,1.294816313508928296e+01,1.212361786225195992e+01,1.326878065126719974e+01,1.245906631911725881e+01,1.417100682665597056e+01,1.033520692188968049e+01,1.195472576249392738e+01,1.214509994019220329e+01,1.363881445433605499e+01,1.050201016244955277e+01,1.223090387739408413e+01,1.183515814235295061e+01,1.320485681937236855e+01,1.344504223266964438e+01,1.279246600260725764e+01,1.251423421166759020e+01,1.223785227719838531e+01,1.274116029829327701e+01,1.274348922361971326e+01,1.112800313262407137e+01,1.236362748385542787e+01,1.222489970372223489e+01,1.295169819663070676e+01,1.155035951422242668e+01,1.238664578674196193e+01,1.337191456216807595e+01,1.284817890874526292e+01,1.139013941205763736e+01,1.060324021528067817e+01,1.258121540830391716e+01,1.125605878410531169e+01,1.355969588661925940e+01,1.391484529898336397e+01,1.006096266285646479e+01,1.136185099265185627e+01,1.333598014646955932e+01,1.272697112938408104e+01,1.531441166503095630e+01,1.498236539534531175e+01
1.276221515140079532e+01,1.425103510395742212e+01,1.459676316310025967e+01,1.421492951335040544e+01,1.192286956412035792e+01,1.235281608506618589e+01,1.412766692649295486e+01,1.191214303376226624e+01,1.397640746630780662e+01,1.299591719080107666e+01,1.364242229252528560e+01,1.254722752841584921e+01,1.324999151791433150e+01,1.383332813417207596e+01,1.177578426332970984e+01,1.343951148773378712e+01,1.039158319378421780e+01,1.124336569507274852e+01,1.370904807160849082e+01,1.428743637205583106e+01,1.117127090559386993e+01,1.381785520062542005e+01,1.352594443935528012e+01,1.386919509369382020e+01,1.486966985427395649e+01,1.345577733692419287e+01,1.324714674936198477e+01,1.305470424836490118e+01,1.321164177058667732e+01,1.350392545275082767e+01,1.226080429901794844e+01,1.350856086092341002e+01,1.400239377458298229e+01,1.373639601909977870e+01,1.066126285779355598e+01,1.259129437983468058e+01,1.421452305141348837e+01,1.317586903953420929e+01,1.165505109161143160e+01,1.282616570257478905e+01,1.231031438434284553e+01,1.338029209007831177e+01,1.346107720161920440e+01,1.542372055737791214e+01,1.211542975355243179e+01,1.126222554859625724e+01,1.427124780316739461e+01,1.428104627986599873e+01,1.431263479428291596e+01,1.553514685637282966e+01
1.335417473430007895e+01,1.386647512157039763e+01,1.356858354286266355e+01,1.332075941986967926e+01,1.216170763743499528e+01,1.329936124828430621e+01,1.427276029230676535e+01,1.297327607962113127e+01,1.430968498509368203e+01,1.295311873618173060e+01,1.213243465179215086e+01,1.374131514836176393e+01,1.260872670707919418e+01,1.368143871951808421e+01,1.135503279164662871e+01,1.228837503261028807e+01,1.084713123464870144e+01,1.167011540035678507e+01,1.351831867916725471e+01,1.447846712571294070e+01,1.104706136185808241e+01,1.424074662419738857e+01,1.393800644275978584e+01,1.394175624009125336e+01,1.514463031387484904e+01,1.362881751404062136e+01,1.326657509929267142e+01,1.224950532397623526e+01,1.474292296546705927e+01,1.229057162837002615e+01,1.161013997293691880e+01,1.318829457888644718e+01,1.317795272312692489e+01,1.253711545028050267e+01,1.209371371089769021e+01,1.269119782985374556e+01,1.393009944083903839e+01,1.236130896588593231e+01,1.259253426978873946e+01,1.216943837748997836e+01,1.131501487760848690e+01,1.314329901455413108e+01,1.266395136991017090e+01,1.468604558529575144e+01,1.160215495871257829e+01,1.186930171652081434e+01,1.382588259922974139e+01,1.421725950575254416e+01,1.379203382392154609e+01,1.495261771307899856e+01
1.397584596835637250e+01,1.400547706037074391e+01,1.329910474535226506e+01,1.524355669168346061e+01,1.300603910307504307e+01,1.394838964991007124e+01,1.522320583183943121e+01,1.374454437892304348e+01,1.412570057177423166e+01,1.465226669537148396e+01,1.360423058071589963e+01,1.453080506949862460e+01,1.485183925864359900e+01,1.493503646361127934e+01,1.337323184552958111e+01,1.313628931763848406e+01,1.196153183940467457e+01,1.233724586971977111e+01,1.364040908716745726e+01,1.538784410549791737e+01,1.132586923823227032e+01,1.438639596978498325e+01,1.456900473361019266e+01,1.355057381195195099e+01,1.530021805383108280e+01,1.562702995889175916e+01,1.349047687760392122e+01,1.376670156192837524e+01,1.478111589905502576e+01,1.409144895427622934e+01,1.361483922579676076e+01,1.465820929636726433e+01,1.565892331712288232e+01,1.434438014321468025e+01,1.212071928626181361e+01,1.435355573023901599e+01,1.421745345711547337e+01,1.506869630883965527e+01,1.355820959352673327e+01,1.357956618687688355e+01,1.480329370495142882e+01,1.371359408901288646e+01,1.505642058614667711e+01,1.590062421342952170e+01,1.301543403190397363e+01,1.269254852216662321e+01,1.534944221892397032e+01,1.437748154056485461e+01,1.630044128571275763e+01,1.750414662500200436e+01
1.086922333149954056e+01,1.085408254912268688e+01,1.146378187068718901e+01,1.133554617899456929e+01,1.006093612250990788e+01,1.097640605467863217e+01,1.099874233374050547e+01,9.914862943316508748e+00,1.141259838228890722e+01,1.007585309054163680e+01,1.046447695203127459e+01,1.085196279539085218e+01,1.038627180884875223e+01,1.118277964976158856e+01,9.853474079751586956e+00,1.088249558912969484e+01,8.967733252638476316e+00,9.920937160896409424e+00,9.696259458419595134e+00,1.263109569276428346e+01,8.954930176287493993e+00,1.102014834711003033e+01,1.166220579809133717e+01,1.013897303743597611e+01,1.238723147796579305e+01,1.080402332708216484e+01,1.022044438856364046e+01,1.061264984651800170e+01,1.021259706431776237e+01,1.023514143272740462e+01,1.024526047790397065e+01,1.129046344471211860e+01,1.201957539478727988e+01,1.010849429752402528e+01,9.321969017238476596e+00,9.822159761694484459e+00,1.152736585592372975e+01,1.225426492895162944e+01,9.878784370112565938e+00,1.100069176509141045e+01,1.045387709140462995e+01,9.950128574000000725e+00,1.063005095625128149e+01,1.218138205774624261e+01,8.996061866494832415e+00,9.837419097177139804e+00,1.156995059843060503e+01,1.069076816181728162e+01,1.303738155043097713e+01,1.228501395779471217e+01
1.182651977492350248e+01,1.275472538472434003e+01,1.330341699897923569e+01,1.317673437563626315e+01,1.166916898252704016e+01,1.158620237106284634e+01,1.356269472692894240e+01,1.103159353958155720e+01,1.372102003727735386e+01,1.190019609466287243e+01,1.236534245374009089e+01,1.272930362136460758e+01,1.142679048541239872e+01,1.289357244581610473e+01,1.201225986748664987e+01,1.323982171341673464e+01,1.029151095151672202e+01,1.165473864744839894e+01,1.071305330583752280e+01,1.403326946559926114e+01,1.125566522321343577e+01,1.284662288653348305e+01,1.210158604906102298e+01,1.369516923378654560e+01,1.477811618939249172e+01,1.182433192536714905e+01,1.345039019919284407e+01,1.182434588509290840e+01,1.253314265935406446e+01,1.268906221780629373e+01,1.144833666289836493e+01,1.360412572098021400e+01,1.338164688233803545e+01,1.188155053333072431e+01,1.191286263678060386e+01,1.270616378587412676e+01,1.287248096066236513e+01,1.352390845068033087e+01,1.110575389963540616e+01,1.147215888077175983e+01,1.116643739755894771e+01,1.243842912099821874e+01,1.220396963176404093e+01,1.447507768135328732e+01,1.150566329136777455e+01,1.230770870270315598e+01,1.221096423667501263e+01,1.347257324597348926e+01,1.359097679882009757e+01,1.339946511542051688e+01
1.549402912806383625e+01,1.525907369547954850e+01,1.724678819696001497e+01,1.694979210991444063e+01,1.411212013942850696e+01,1.598821719892622184e+01,1.687329993943493633e+01,1.507433756226618193e+01,1.681325138195034796e+01,1.437328427753182503e+01,1.587751016984696584e+01,1.770244086265289596e+01,1.613719650413945317e+01,1.642867816040023143e+01,1.337532065444184859e+01,1.636156067177243756e+01,1.308024315095688017e+01,1.430654065081647985e+01,1.440936839216269050e+01,1.712732190234040885e+01,1.322682779210249393e+01,1.714744063517093053e+01,1.521562975013786989e+01,1.760571074160302629e+01,1.699041437704574875e+01,1.528296672673315193e+01,1.647218451658421046e+01,1.536029018717684735e+01,1.629749139439997663e+01,1.581577137339221295e+01,1.441128102240729092e+01,1.559442895029936871e+01,1.585076464473835145e+01,1.552712958085252204e+01,1.443270441543877780e+01,1.617013798030032845e+01,1.639778944022787854e+01,1.475937088687350141e+01,1.437976385212843589e+01,1.536295275461468002e+01,1.449203501024291540e+01,1.548168767317334193e+01,1.548215596278196493e+01,1.780796804439036052e+01,1.445718787039211328e+01,1.460695554312628985e+01,1.657252832783936825e+01,1.663369411818323584e+01,1.755855973843942763e+01,1.885439232520973363e+01
1.034703597271362163e+01,1.067696150287990875e+01,1.089467256870347178e+01,1.267036768775481015e+01,9.713988124297562976e+00,1.045526736915470067e+01,1.171325646903711259e+01,9.423985908206606865e+00,1.105122973450363588e+01,1.053320783737017763e+01,1.233284994779090304e+01,1.076028961070201539e+01,1.135474736526388817e+01,1.143990224588864812e+01,9.971236921592604219e+00,1.070605696620309288e+01,9.643441421638923927e+00,8.956972293686174424e+00,9.675799676611212874e+00,1.247335359476411121e+01,8.509072790666856179e+00,1.089063468343889873e+01,1.063582933500711469e+01,1.071824384942513220e+01,1.113132663848466919e+01,1.163347418811794398e+01,1.061746992168790626e+01,1.072729017949144037e+01,1.078343594925285842e+01,1.110363857164913348e+01,1.079769974687243916e+01,1.113063336953390348e+01,1.179878480657198736e+01,1.172303978648237077e+01,9.031829613654201339e+00,1.180093676862774110e+01,1.184701506759301104e+01,1.121292173630940425e+01,1.029177305391437081e+01,1.106278730797947674e+01,1.016702866938535088e+01,1.147091653761601471e+01,1.091953024067263911e+01,1.246001088273809998e+01,1.017549138506190332e+01,1.126978864041038975e+01,1.145260576393519791e+01,1.153014813354399770e+01,1.055075372669493738e+01,1.266939998623645636e+01
1.462597739506334449e+01,1.463053467625695880e+01,1.344101740848233106e+01,1.403556285590095420e+01,1.363784333428955797e+01,1.366326939512396521e+01,1.566762084434052760e+01,1.348363692640998757e+01,1.408047181272185355e+01,1.381101569397990758e+01,1.380264231397775454e+01,1.389082253947301915e+01,1.414748273853383864e+01,1.435356286334232756e+01,1.386668128248158460e+01,1.420662552722992977e+01,1.089041604833677823e+01,1.272538019934247799e+01,1.298369102144815557e+01,1.534550896933038189e+01,1.129896332802028347e+01,1.509070679706683116e+01,1.413429286954580988e+01,1.422829789719715343e+01,1.599284987833526905e+01,1.429469339596187183e+01,1.308589227219900764e+01,1.330738994834941380e+01,1.523490262328269829e+01,1.355759676034156591e+01,1.215132416778637747e+01,1.357439469372957319e+01,1.431410476524991893e+01,1.450782312936616592e+01,1.321131255941028826e+01,1.381366334129291928e+01,1.441875188052344292e+01,1.467228323421473135e+01,1.281816615541903914e+01,1.314620957142558311e+01,1.422707305871022676e+01,1.439149666320652265e+01,1.433482761457562660e+01,1.555493549407990095e+01,1.195834457397115891e+01,1.253703785961126727e+01,1.517754711330340989e+01,1.476186642162796936e+01,1.629597751444739373e+01,1.667318338925835519e+01
1.374115916894847800e+01,1.462284087430489343e+01,1.499604665343151311e+01,1.584603345111059447e+01,1.277901307154870381e+01,1.352924361649201046e+01,1.595437560738043814e+01,1.478053689284040040e+01,1.478270301353956739e+01,1.497822188270707855e+01,1.330076207297764590e+01,1.502208854874620414e+01,1.431825059335775485e+01,1.562929705507534806e+01,1.238333062459965461e+01,1.365527672641405488e+01,1.255786058740458699e+01,1.323717239545227109e+01,1.444969810430617585e+01,1.546045933186345422e+01,1.169083919366382496e+01,1.551195247981810610e+01,1.505130109573662089e+01,1.455925531487843649e+01,1.654982016702727776e+01,1.487342698126387219e+01,1.480841593717312321e+01,1.486131154423964063e+01,1.562751611861620304e+01,1.429277790607964249e+01,1.363869357096185730e+01,1.637217361432093199e+01,1.547810519868119705e+01,1.444198250252071780e+01,1.319616500713414808e+01,1.451856888540921631e+01,1.465011480470487903e+01,1.525097560395859375e+01,1.397651656137393417e+01,1.410419545357738436e+01,1.416857506833375524e+01,1.414716388874011166e+01,1.516831390891994680e+01,1.730438142547679092e+01,1.418152081372812745e+01,1.250617351479453099e+01,1.457811383081404166e+01,1.410609602796542106e+01,1.635386865649342170e+01,1.653580394679455878e+01
